DAY,O3,CO,NO,NO2,SO2,T_mean,T_max,T_min,RH_mean,RH_max,RH_min,Prs_mean,Prs_max,Prs_min,Ac_R,WS_mean,DWD,WG
7-Apr-21,88,0.13,7,13,0,17.2,21.5,13.7,55,67,43,1009.1,1011.4,1006.4,0,5.7,SW,33.8
8-Apr-21,70,0.18,11,20,0,12.7,18.5,8.1,55,65,40,1017.5,1025.6,1011.2,0,5.8,NE,35.4
9-Apr-21,65,0.26,14,25,0,10,13.6,7.2,46.7,67,28,1027.3,1028.8,1025.5,0,6.8,NNE,40.2
10-Apr-21,66,0.22,13,29,0,11.3,16.2,5.6,49.2,69,35,1026.1,1028.1,1023.8,0,2.6,SSW,22.5
11-Apr-21,66,0.2,12,29,0,12.7,16.8,6.9,59.9,76,44,1024.4,1025.6,1023.2,0,2.7,SW,19.3
12-Apr-21,58,0.31,32,39,0,14.1,19.3,7.7,54.4,75,31,1022.5,1024.8,1019.8,0,2.8,SW,22.5
13-Apr-21,53,0.3,27,41,0,15.2,20.1,10.3,68.4,87,47,1017.8,1019.6,1015.7,0,2.2,SW,19.3
14-Apr-21,54,0.3,24,36,0,16,20,9.6,60.1,86,39,1015.2,1016.4,1013.6,0,2.6,SW,19.3
15-Apr-21,67,0.2,21,27,0,16.3,19.9,10.8,60.1,73,43,1015.2,1016.3,1014.1,0,3.3,SW,22.5
16-Apr-21,65,0.28,11,23,0,15.6,18.8,13.3,66.6,75,56,1015.5,1017.8,1014.1,0,6.7,NE,24.1
17-Apr-21,63,0.28,11,21,0,16.6,20.5,13.4,65.2,76,56,1010.9,1014.3,1008.7,0,7.6,NE,27.4
18-Apr-21,45,0.22,10,27,0,15.9,18.8,13.3,75,86,64,1012.7,1014.7,1010.2,0,1.4,NNE,16.1
19-Apr-21,56,0.23,18,27,0,16.5,21,12.7,61.2,86,42,1012.1,1013.6,1010.3,0,4,W,33.8
20-Apr-21,95,0.12,7,15,0,16.3,21.1,12.9,51.7,67,32,1014.6,1017.3,1012.4,0,5.7,W,33.8
21-Apr-21,81,0.14,9,23,0,16.2,21.6,11.3,52.5,68,30,1018.9,1021.2,1017,0,4.2,SSW,32.2
22-Apr-21,69,0.21,22,30,0,17,21.6,11.1,50.8,71,36,1021.7,1023.3,1020.3,0,3.6,SSW,29
23-Apr-21,60,0.28,19,40,0,18.2,21.8,13.2,55.6,67,38,1019.4,1020.3,1018.4,0,3.5,NNE,25.7
24-Apr-21,61,0.23,14,22,0,14.6,16.7,12.8,81.3,88,68,1016.9,1019.8,1014.5,9.2,9.2,NE,38.6
25-Apr-21,70,0.16,8,16,0,14.5,18.1,10.4,66.3,88,52,1015,1016.4,1013.8,0,5.6,NE,38.6
26-Apr-21,53,0.3,23,38,0,16.3,21.4,9.6,59.5,79,44,1016.9,1018,1015.8,0,2.5,SW,22.5
27-Apr-21,63,0.23,19,29,0,17.4,21.3,13.2,61.8,81,37,1012.9,1015.6,1010.9,0,4.3,SSW,38.6
28-Apr-21,56,0.26,18,28,0,19.6,24.7,14.2,61.6,81,42,1010.9,1012.3,1008.6,0,4.1,SSW,33.8
29-Apr-21,31,0.41,24,44,0,20,25.1,15.2,66.5,81,50,1013.1,1015.2,1011,0,1.8,SW,19.3
30-Apr-21,38,0.34,23,40,0,21.2,26.9,15.2,60.6,81,44,1015.6,1017.2,1014.3,0,1.8,SW,16.1
1-May-21,36,0.41,21,46,0,21.3,26.9,16.4,59.2,72,44,1015,1016.8,1013.9,0,1.1,W,12.9
2-May-21,52,0.45,13,37,0,22.2,28.2,16.9,56.7,74,39,1012.7,1014,1011.3,0,1.1,WSW,12.9
3-May-21,40,0.38,16,36,0,25.1,33.3,17.9,46.9,73,18,1012.7,1014.1,1011.5,0,2.2,SW,19.3
4-May-21,56,0.15,8,24,0,23.8,28.7,19.3,47,59,37,1013.1,1014.4,1010.2,0,5.1,NNE,29
5-May-21,61,0.18,14,26,0,21.6,25.5,18.2,55.2,65,39,1011.7,1012.9,1010.2,0,3.6,SW,22.5
6-May-21,63,0.2,10,24,0,22.1,26.8,18.5,56.8,72,39,1013.6,1015.6,1010.4,0,2.9,SW,22.5
7-May-21,40,0.31,20,35,0,22.5,27.1,17.1,52.6,76,35,1013.3,1015.2,1009.9,0,2.7,SW,25.7
8-May-21,57,0.23,13,31,0,24.1,29.7,19.4,49,66,35,1011,1015.9,1008.8,0,5.6,NE,33.8
9-May-21,79,0.18,9,12,0,19.3,22.6,16.4,46.3,64,34,1020.3,1022,1015.9,0,14.5,NE,48.3
10-May-21,75,0.23,11,21,0,19.7,24.4,14.9,39.6,55,30,1018.6,1020.7,1016.4,0,7.2,NE,38.6
11-May-21,63,0.3,15,33,0,20.8,26.4,13.7,33.9,48,26,1014.1,1016.3,1012.1,0,5.7,NE,30.6
12-May-21,61,0.24,16,40,0,20,24.4,15.2,44.5,74,30,1009.6,1012,1007.5,0,2.8,SW,20.9
13-May-21,65,0.18,12,26,0,21.4,27,15.9,55.6,78,34,1008.7,1010.4,1007,0,4,SW,27.4
14-May-21,70,0.13,9,22,0,21.5,27.3,16.3,48.1,64,27,1013,1014.5,1010.5,0,4.9,W,37
15-May-21,45,0.23,16,36,0,19.4,23.3,15.8,62.1,77,44,1011,1013.3,1008.8,0,1.9,SW,16.1
16-May-21,65,0.18,9,21,0,21.2,26.2,16.2,54.5,70,35,1009.3,1010.7,1008,0,4.1,SW,29
17-May-21,62,0.17,11,24,0,22.3,26.2,17.1,54.9,76,36,1010.1,1011.5,1008.9,0,4.2,SW,32.2
18-May-21,65,0.19,12,24,0,24.5,29.9,19.1,45,60,26,1010.5,1012.5,1008.9,0,4.4,SW,33.8
19-May-21,49,0.29,22,39,0,22.9,27.2,17.9,52.1,61,45,1011.1,1013.2,1008.2,0,3.7,SW,22.5
20-May-21,75,0.18,9,20,0,22.8,27.6,18.4,43.7,61,28,1008.4,1009.5,1007.2,0,5.1,W,30.6
21-May-21,67,0.22,11,23,0,20,23.1,16.1,47.7,76,37,1015.1,1019.7,1008.6,0,6.1,NNE,38.6
22-May-21,69,0.18,11,27,0,20.5,25.4,15.5,54.6,76,36,1018.9,1020.6,1017.5,0,3.2,SW,25.7
23-May-21,76,0.2,9,30,0,22.1,27.1,15.8,53.6,69,39,1017.8,1018.7,1016.9,0,2.6,SW,20.9
24-May-21,49,0.34,27,55,0,24.7,29.7,17.8,49.1,67,35,1018.1,1018.9,1017.1,0,2.1,SW,19.3
25-May-21,53,0.1,21,47,0,27.8,33.2,22.2,43.3,62,27,1015.6,1017.6,1013.6,0,3.3,SW,20.9
26-May-21,60,0.1,14,41,0,25.3,30.4,21,55,67,40,1012,1013.6,1010.3,0,2.5,SW,20.9
27-May-21,70,0.1,11,37,0,24.2,29.3,20.1,52.6,67,38,1010,1010.9,1009.2,0,3.1,SW,25.7
28-May-21,71,0.1,13,29,0,24.1,28.4,20.1,51.5,62,40,1011,1013.4,1009.5,0,4.2,SSW,29
29-May-21,79,0.1,8,20,0,22.7,25.4,19.8,59,68,51,1014.1,1014.9,1013.3,0,3.7,SSW,29
30-May-21,69,0.1,7,23,0,22.2,25.9,19.9,61.7,72,52,1013,1013.9,1012.3,0,2.1,W,17.7
31-May-21,74,0.1,9,22,0,22.5,28.6,18.7,59,77,32,1010.8,1012.4,1009.5,0,4.7,W,30.6
1-Jun-21,81,0,8,15,0,20.6,25.3,17.4,55.5,68,37,1012.3,1015.7,1010.6,0,6.1,SSW,38.6
2-Jun-21,71,0,9,18,0,20.7,25.7,16.8,55.3,71,37,1018.2,1020.5,1015.5,0,3.8,SSW,27.4
3-Jun-21,80,0,10,26,0,21.9,26.5,17.3,59.1,76,40,1020,1021,1018.9,0,3.1,SW,24.1
4-Jun-21,60,0,13,30,0,22.8,27,19.1,48.2,65,37,1021.5,1022.7,1020.2,0,5.2,NNE,24.1
5-Jun-21,76,0,9,22,0,22.5,26.6,19,53.9,68,42,1020.3,1021.9,1018.4,0,3.9,SW,22.5
6-Jun-21,69,0,10,27,0,23.5,27.6,18.3,57.6,70,47,1016.4,1018.4,1014.7,0,3.1,SSW,27.4
7-Jun-21,67,0,14,32,0,25.6,29.6,20.9,52.1,65,41,1014.8,1015.5,1013.6,0,3,SW,24.1
8-Jun-21,58,0,14,31,0,25.2,29.6,21.7,57.6,68,45,1012.3,1014.1,1010.4,0,3.9,NNE,29
9-Jun-21,61,0,10,23,0,23.1,28.2,19.3,65.2,84,38,1011.5,1012.9,1010.5,0.4,3.7,NE,29
10-Jun-21,56,0,9,26,0,23.8,28.4,19.9,60.4,81,42,1010.9,1012.2,1009.9,0,2.3,W,22.5
11-Jun-21,26,0,28,41,0,22.2,29.2,19.1,66.4,84,39,1012.4,1013.7,1011.1,25,1.9,NNE,33.8
12-Jun-21,43,0,20,29,0,22.3,27.5,18.1,67,86,48,1014.1,1014.8,1013.3,1,2.3,NE,32.2
13-Jun-21,62,0,10,23,0,23.6,27.8,18.2,59.6,81,42,1013.1,1014.7,1011.4,0,3.1,SW,22.5
14-Jun-21,60,0,11,19,0,20.9,25,16.3,63.3,87,45,1012.1,1014.1,1011.1,6.8,4.6,ENE,27.4
15-Jun-21,59,0,11,21,0,19.6,23.1,15.5,63.4,87,42,1013.6,1014.3,1012.7,1,3.5,SW,27.4
16-Jun-21,49,0,14,28,0,23.1,29,16.6,55,81,35,1013.3,1015.9,1012,0,3.6,SSW,27.4
17-Jun-21,46,0,24,35,0,24.8,28.9,18.6,50.1,70,38,1016.7,1017.7,1015.5,0,3.1,SW,30.6
18-Jun-21,48,0,19,39,0,25.3,30.9,19.9,54.2,71,39,1014.2,1016.6,1012,0,3.1,SW,24.1
19-Jun-21,58,0,14,33,0,26.4,30.9,21.8,56.9,71,41,1011.4,1012.3,1010.1,0,2.6,SW,25.7
20-Jun-21,74,0,10,28,0,26.6,31,22.1,58.8,72,47,1010.3,1011.2,1008.8,0,3,SW,30.6
21-Jun-21,59,0,10,28,0,26.2,29.4,22.8,62,75,53,1011.4,1012.6,1010.3,0,2.6,SW,24.1
22-Jun-21,54,0,12,30,0,27.3,30.7,23.2,62.7,75,53,1012.3,1013.2,1011.4,0,2.2,W,19.3
23-Jun-21,52,0,14,39,0,28.8,34,24.3,62.7,82,46,1013.7,1015.8,1012.1,0,2.2,SW,19.3
24-Jun-21,51,0,22,47,0,29.9,34.8,25,59.6,72,44,1015,1015.7,1014.2,0,2.5,SW,19.3
25-Jun-21,48,0,29,49,0,30.9,35.9,26.4,50.1,67,36,1013.1,1014.5,1011.4,0,2.4,W,19.3
26-Jun-21,50,0,29,46,0,31.6,38.1,26,52.6,74,32,1010.6,1012.3,1009.2,0,3,SW,32.2
27-Jun-21,71,0,12,29,0,31.1,36.2,27.3,53.7,71,43,1011.4,1013.4,1010.1,0,4.1,NNE,20.9
28-Jun-21,55,0,20,36,0,31.3,35.2,27.3,45.5,57,37,1014.1,1014.9,1013,0,5.6,NE,27.4
29-Jun-21,78,0,15,36,0,30.7,35.3,26.7,50.2,64,39,1013.5,1014.7,1011.9,0,3.3,SW,19.3
30-Jun-21,80,0,15,40,0,30.9,35.7,26.9,48.3,64,35,1012.3,1013.3,1011.1,0,3.6,SW,24.1
1-Jul-21,54,0,21,43,0,31.7,36.3,26.7,49.3,60,36,1008.7,1011.3,1006.4,0,2.7,SW,17.7
2-Jul-21,74,0,10,30,0,31.9,37.1,28.2,34.8,53,22,1007,1008.1,1005.6,0,4.6,W,27.4
3-Jul-21,79,0,9,25,0,28.7,32.8,25.9,52.7,71,36,1009.2,1011,1007.4,0,4.1,W,29
4-Jul-21,92,0,6,19,0,28.1,32,24.6,52.2,73,38,1010.6,1011.9,1009.4,0,4.2,SSW,27.4
5-Jul-21,77,0,11,27,0,28.4,32.7,24.9,57.9,79,39,1007.4,1009.5,1005.7,0,3.4,SW,24.1
6-Jul-21,57,0,19,40,0,28.9,33.4,24.3,57.7,71,38,1009.4,1011.8,1006.6,0,2.9,W,22.5
7-Jul-21,52,0,23,39,0,30.5,34.8,25.2,44.7,63,36,1012.8,1014.7,1011.5,0,5.1,NE,35.4
8-Jul-21,58,0,13,23,0,30.2,33.6,27.3,50.4,64,40,1015.2,1016.2,1014,0,11.4,NE,38.6
9-Jul-21,64,0,12,24,0,29,32.5,26,49.5,70,38,1014.5,1015.9,1012.9,0,11.6,NNE,46.7
10-Jul-21,71,0,14,26,0,29.2,32.8,26.3,36.3,51,26,1011.2,1012.7,1009.4,0,9.7,NE,37
11-Jul-21,73,0,10,23,0,29.4,33.2,25.9,37.8,46,26,1010.1,1011.1,1008.8,0,7.4,NE,33.8
12-Jul-21,52,0,18,38,0,30.2,34.6,24.9,38.1,50,27,1010.8,1011.9,1010,0,5.9,NE,33.8
13-Jul-21,48,0,24,45,0,30.8,35.2,24.7,36,50,29,1010.8,1011.8,1009.8,0,6.4,NE,32.2
14-Jul-21,61,0,19,44,0,31.5,35.8,25.9,38.5,47,33,1010.8,1011.8,1009.8,0,7.8,NE,35.4
15-Jul-21,67,0,15,37,0,32.1,36.7,27.4,37.4,52,26,1008.9,1010.5,1007.3,0,6.3,NE,33.8
16-Jul-21,58,0,21,50,0,31.1,37.2,25.4,44.3,64,27,1005.9,1007.7,1004.1,0,3.2,W,25.7
17-Jul-21,83,0,9,33,0,29.2,33.2,26.7,56.5,71,41,1003.4,1004.8,1001.7,0,2.9,SW,24.1
18-Jul-21,94,0,7,22,0,28.3,31.9,25.3,60.9,72,48,1001.9,1003.6,1000.8,0,3.3,SW,24.1
19-Jul-21,73,0,9,22,0,27.7,30.7,25.2,64.3,75,50,1005.8,1007.7,1003.1,0,4.9,SSW,32.2
20-Jul-21,67,0,10,22,0,28.4,31.7,25,61,72,50,1008.6,1010.3,1007.2,0,3.2,SSW,20.9
21-Jul-21,68,0,13,31,0,29.9,35.1,25.3,58.9,72,36,1010.3,1011.7,1009.1,0,3,WSW,40.2
22-Jul-21,67,0,12,25,0,28.1,30.8,25.7,45.7,56,38,1012.3,1013.5,1011,0,9.6,NE,41.8
23-Jul-21,59,0,15,29,0,27.4,30.9,24.3,43.7,62,31,1012.1,1013.1,1010.8,0,8.7,NE,37
24-Jul-21,64,0,15,30,0,27.3,30.8,24.4,43.1,56,33,1011.8,1012.9,1011.1,0,7.9,NE,37
25-Jul-21,77,0,11,23,0,27.7,31,24.6,41.8,56,31,1013.4,1015.2,1011.8,0,10.2,NE,43.5
26-Jul-21,77,0,14,34,0,29,33.6,25.2,36.4,54,24,1015.7,1016.7,1014.5,0,8.5,NE,38.6
27-Jul-21,70,0,18,44,0,31,35.3,25.1,32.7,45,24,1015.8,1017.4,1014.3,0,8,NE,37
28-Jul-21,71,0,19,45,0,32.8,36.6,28.8,30,38,23,1013.2,1014.3,1011.6,0,9.5,NE,43.5
29-Jul-21,54,0,35,63,0,33.1,39.1,26.7,36.4,45,28,1011,1012.5,1009.5,0,3.6,NE,30.6
30-Jul-21,63,0,47,68,0,33.1,38.8,27.8,40.5,54,26,1008.7,1010.2,1007.1,0,2,SW,20.9
31-Jul-21,58,0,53,64,0,32.6,38.3,26.9,44.2,59,28,1007.1,1007.9,1006.2,0,1.9,SW,19.3
1-Aug-21,66,0,34,54,0,33,38.3,27.1,41.5,56,28,1009,1010.2,1007.5,0,2.9,WSW,27.4
2-Aug-21,8,0,55,62,0,33.3,39.3,27.4,40.2,51,27,1009.8,1010.7,1008.6,0,1.9,SW,19.3
3-Aug-21,0,0,0,0,0,35.3,42,28.6,36.5,49,21,1011,1012.6,1009.5,0,2.2,SSW,24.1
4-Aug-21,0,0,0,0,0,33.5,38.8,29.1,39.4,55,25,1012.1,1013.2,1011.3,0,2.1,SW,17.7
5-Aug-21,0,0,0,0,0,33.1,39.8,27.6,37.8,49,27,1008.9,1011.7,1004.6,0,2.3,SW,20.9
6-Aug-21,0,0,0,0,0,32.5,37.4,28.1,38.6,51,20,1002.8,1004.9,1000.4,0,4.3,W,32.2
7-Aug-21,0,0,0,0,0,30.1,34.7,26.4,46.2,66,28,1009.1,1013.1,1004.9,0,6.4,NE,29
8-Aug-21,0,0,0,0,0,28.9,32.7,24.5,51,65,37,1014.5,1015.8,1012.9,0,3.2,SW,22.5
9-Aug-21,0,0,0,0,0,29.8,34.6,25.9,48.7,70,33,1015.8,1016.6,1014.9,0,2.4,SW,20.9
10-Aug-21,0,0,0,0,0,30.6,36.2,25.5,52,64,32,1014.2,1015.7,1012.8,0,2,SW,17.7
11-Aug-21,0,0,0,0,0,30.6,35.4,26,48.2,61,32,1011.8,1014.3,1009.4,0,4.2,SW,48.3
12-Aug-21,0,0,0,0,0,30,33.8,26.5,43.6,59,28,1014.6,1016.6,1011.7,0,8.1,NE,38.6
13-Aug-21,0,0,0,0,0,30.1,33.6,27.3,42.5,57,34,1017.2,1018.1,1016.3,0,10,NE,41.8
14-Aug-21,0,0,0,0,0,27.9,31.1,25.6,44.1,60,25,1017,1019,1015.2,0,11.1,NE,45.1
15-Aug-21,0,0,0,0,0,28,31.5,25.3,39.9,53,28,1014.4,1015.4,1013.5,0,9.4,NE,40.2
16-Aug-21,0,0,0,0,0,28.9,33.4,24.6,39.3,52,29,1012.6,1014,1011.1,0,6.3,NE,43.5
17-Aug-21,0,0,0,0,0,28.1,33.4,22.1,44.7,59,30,1010.3,1011.7,1008.3,0,2.5,SW,24.1
18-Aug-21,0,0,0,0,0,28.7,32.9,24.2,56.9,72,44,1007.8,1008.6,1006.8,0,1.9,W,16.1
19-Aug-21,0,0,0,0,0,29.3,33.5,25.6,51,66,45,1008.9,1010.7,1006.9,0,7.8,NE,32.2
20-Aug-21,0,0,0,0,0,28.2,31.6,26.2,46.8,60,38,1012.3,1013.9,1010.5,0,9.5,NE,43.5
21-Aug-21,0,0,0,0,0,28.3,32.6,25.2,40.8,48,34,1013.3,1014.3,1011.7,0,7,NE,33.8
22-Aug-21,0,0,0,0,0,28,31.3,24.7,45.4,65,34,1013.9,1014.6,1013.3,0,7.7,NE,38.6
23-Aug-21,0,0,0,0,0,28.1,31.5,24.8,46.6,55,38,1012.3,1013.9,1011,0,8.8,NE,43.5
24-Aug-21,0,0,0,0,0,28.6,33.7,23.7,42.3,60,27,1011.1,1012,1009.7,0,3.6,NE,30.6
25-Aug-21,0,0,0,0,0,27.3,33.5,21.5,49.1,68,32,1011.2,1012.1,1010.5,0,2.5,SW,27.4
26-Aug-21,0,0,0,0,0,28.6,33.2,23.3,53.8,70,35,1009.9,1011,1008.6,0,2.4,SW,22.5
27-Aug-21,0,0,0,0,0,29.3,33.5,25.9,54.2,68,40,1009.1,1010,1008.1,0,2.8,SW,22.5
28-Aug-21,0,0,0,0,0,28,32.6,23.6,54.9,69,36,1007.6,1009.2,1005.9,0,3,SW,27.4
29-Aug-21,0,0,0,0,0,28.5,34.2,23.9,52.7,70,30,1005.6,1006.9,1004.4,0,4.5,SSW,29
30-Aug-21,0,0,0,0,0,28.4,32.6,24.6,50.7,69,36,1009.3,1011.5,1006.9,0,3,SW,22.5
31-Aug-21,0,0,0,0,0,27.6,31.5,23.9,55.7,70,43,1012,1012.9,1011,0,2.9,SW,22.5
1-Sep-21,0,0,0,0,0,27.6,32.4,23.2,53.6,69,41,1012.5,1014.3,1010.9,0,3,SW,19.3
2-Sep-21,0,0,0,0,0,25.8,29.5,23.2,54.2,62,43,1015.8,1017.7,1014,0,7,NE,33.8
3-Sep-21,0,0,0,0,0,24.8,28.3,22.3,50.5,63,39,1016.7,1018.5,1015.3,0,7.9,NE,37
4-Sep-21,0,0,0,0,0,25.1,30,21.8,53.7,65,44,1014.2,1015.8,1012.2,0,5.4,NNE,27.4
5-Sep-21,0,0,0,0,0,25.1,28.7,22.3,50.2,61,42,1014.6,1016.4,1013.4,0,6.8,NE,33.8
6-Sep-21,0,0,0,0,0,24,26.7,21.8,53.3,66,41,1016.2,1017.4,1015.1,0,11.3,NE,46.7
7-Sep-21,0,0,0,0,0,22.7,25.8,20.7,58.8,66,51,1016.8,1017.8,1016.2,0,13.8,NE,48.3
8-Sep-21,0,0,0,0,0,20.7,23.7,19,70.5,81,61,1016.8,1017.4,1015.9,1,6.3,NE,32.2
9-Sep-21,0,0,0,0,0,21.1,23.9,18.9,67.4,76,58,1016.4,1017.1,1015.1,0,2.5,W,20.9
10-Sep-21,0,0,0,0,0,22.7,27.3,19.1,63.4,74,48,1016.7,1017.8,1015.7,0,2.2,NE,29
11-Sep-21,0,0,0,0,0,23.3,27.4,18.8,61,78,45,1015.1,1016.9,1012.9,0,3.1,NE,25.7
12-Sep-21,0,0,0,0,0,24,26.9,20.9,45.8,60,36,1011.5,1012.9,1010.3,0,5.9,NE,32.2
13-Sep-21,58,0,0,0,0,24.7,28.1,21.4,47.4,60,33,1011.1,1012.5,1010,0,5.4,NE,29
14-Sep-21,51,0,31,67,0,25.4,29.4,20.8,44.6,59,30,1013.6,1015.5,1011.6,0,5.3,NE,38.6
15-Sep-21,50,0,42,66,0,25.5,30.5,19.9,47.2,64,34,1016.1,1017.3,1014.6,0,2.4,NE,20.9
16-Sep-21,53,0,46,61,0,25.2,30.3,19.8,54.4,68,39,1017,1017.9,1015.7,0,2.1,SW,20.9
17-Sep-21,48,0,35,55,0,25.4,29.6,20.2,58.2,70,44,1014.6,1016.7,1013,0,2.3,SW,24.1
18-Sep-21,43,0,23,42,0,29.4,36.7,22.8,47.3,71,28,1012.3,1013.3,1010.9,0,3.8,W,29
19-Sep-21,39,0,23,38,0,27.9,32.8,23.6,54.8,73,36,1013.4,1014.6,1012.2,0,2.2,SW,22.5
20-Sep-21,35,0,31,42,0,28.1,35.1,22.3,52.4,67,32,1012.7,1014.7,1010.8,0,2.9,SW,25.7
21-Sep-21,48,0,22,40,0,27.3,32.2,23.3,56.5,70,41,1015.8,1016.9,1014.5,0,3.2,NNE,22.5
22-Sep-21,51,0,13,32,0,23.6,26.4,20.3,63.4,74,55,1014.1,1016.4,1011.9,0,5.4,NNE,29
23-Sep-21,52,0,16,25,0,18.1,20.3,15.9,59.7,74,47,1017.1,1019.6,1012.9,0,8.6,NE,43.5
24-Sep-21,53,0,24,39,0,19.7,24.3,14.2,52.7,67,35,1018.4,1019.9,1016.5,0,1.8,SSW,17.7
25-Sep-21,42,0,59,56,0,22.1,28.3,15.5,57.6,74,33,1019.4,1020.8,1017.3,0,1.5,SW,17.7
26-Sep-21,40,0,60,53,0,23.8,29.9,17.6,48.5,74,32,1019.1,1021,1017.2,0,2.7,NE,24.1
27-Sep-21,37,0,73,62,0,25,30.6,18.6,48.5,64,34,1015.5,1017,1013.9,0,1.5,NNE,19.3
28-Sep-21,43,0,24,46,0,24.2,28.7,20.3,52.2,66,42,1015.4,1017.1,1014.2,0,6.8,NE,29
29-Sep-21,53,0,18,25,0,22,25.8,19.8,59,69,45,1017.9,1019.6,1016.5,0,10.6,NE,33.8
30-Sep-21,55,0,16,27,0,20.4,23.6,18.4,54.3,68,46,1019.8,1020.6,1019,0,11,NE,40.2
1-Oct-21,53,0,20,27,0,19.2,21.4,17.8,57.6,64,47,1019.9,1020.8,1018.9,0,13.2,NE,45.1
2-Oct-21,52,0,20,30,0,18.6,21.4,17,55,62,43,1019.8,1021.4,1018.8,0,8.2,NE,37
3-Oct-21,55,0,14,26,0,19.2,23.1,16.4,54.9,64,46,1021.2,1022.2,1020,0,5.9,NE,32.2
4-Oct-21,42,0,28,39,0,19.4,24.1,14.5,53.8,73,43,1021.5,1022.3,1020.4,0,4.5,NE,30.6
5-Oct-21,45,0,26,39,0,19.4,24.2,14.6,56.4,69,47,1021.3,1022.6,1019.8,0,7.5,NE,35.4
6-Oct-21,56,0,18,30,0,19,23.3,16.6,58.5,70,48,1020.4,1022.2,1018.8,0,8.6,NE,32.2
7-Oct-21,55,0,16,29,0,19,23.3,16.3,63.8,71,50,1016.7,1018.9,1015.2,0,5.9,NE,30.6
8-Oct-21,20,0,32,50,0,18.7,21.2,17,78.5,88,71,1014.3,1015.7,1013.2,5.6,1.1,NE,19.3
9-Oct-21,35,0,26,35,0,20.1,24.6,17.2,78.8,87,61,1016,1017.8,1013.8,1.2,0.5,NNE,16.1
10-Oct-21,26,0,25,33,0,19.6,23.2,17.3,81.5,90,65,1016.9,1018.7,1015.7,6.4,0.7,SSW,20.9
11-Oct-21,31,0,30,28,0,21,24.9,17.4,81.6,90,64,1013.2,1015.6,1009.9,4,1.8,S,27.4
12-Oct-21,22,0,39,32,0,17.6,22.1,14.3,74.7,91,54,1008.4,1010.3,1006.6,0.4,1.4,W,24.1
13-Oct-21,35,0,42,32,0,18.8,22.9,13.8,68.6,84,47,1012.5,1013.8,1010.1,0,1.9,NNE,22.5
14-Oct-21,23,0,35,37,0,17.2,18.6,16.1,89.1,92,80,1012,1013.5,1009.1,76.2,1.3,NNE,33.8
15-Oct-21,53,0,20,25,0,18.8,22.2,15.2,75.9,92,61,1007.9,1009.3,1005.5,22.6,5.2,SW,46.7
16-Oct-21,48,0,20,27,0,19.2,22.7,14.9,64,81,46,1011.8,1015.6,1009.1,0,1.4,W,22.5
17-Oct-21,23,0,22,29,0,18.3,20.6,16.8,72.4,80,63,1017.6,1020.1,1015.3,0.4,1.7,NNE,16.1
18-Oct-21,27,0,23,29,0,17.7,21.7,14.4,69.6,83,53,1021.4,1023.9,1019.8,0,3.4,NE,24.1
19-Oct-21,27,0,31,35,0,16.8,20.8,13.5,68.5,84,55,1025.9,1027.6,1023.6,0,4.1,NE,29
20-Oct-21,26,0,29,39,0,16.2,21.4,11.9,66.9,86,47,1026.5,1027.9,1025.2,0,2.5,NE,22.5
21-Oct-21,37,0,47,36,0,17.3,21.3,12.9,72.2,83,61,1022.3,1025.1,1020,0,1.6,SSW,19.3
22-Oct-21,33,0,54,41,0,19.2,23.6,14.5,74.4,87,60,1020.1,1021,1019.2,0,2,SSW,19.3
23-Oct-21,25,0,57,38,0,19.8,25,14.6,75.2,90,53,1020.8,1021.8,1019.7,0,1.7,SSW,17.7
24-Oct-21,25,0,54,26,0,18.4,23.6,15.3,76,91,60,1022.5,1025,1020.2,0,7.1,NE,49.9
25-Oct-21,52,0,16,21,0,14.8,16.4,13.6,60.5,77,50,1024.9,1026.4,1023.7,0,12.6,NE,51.5
26-Oct-21,40,0,21,26,0,14.8,18.7,12.7,61,68,50,1022.1,1023.8,1020.1,0,6.9,NE,37
27-Oct-21,34,0,33,33,0,15.3,19.4,11.2,64,81,47,1021.9,1023.5,1020.5,0,5.4,NE,37
28-Oct-21,51,0,17,25,0,15.7,18.5,12.9,63.3,72,54,1021.9,1023.4,1020.7,0,8.9,NE,41.8
29-Oct-21,47,0,21,30,0,15.4,18.9,12.8,63.3,74,49,1020,1021.1,1018.9,0,7.9,NE,38.6
30-Oct-21,31,0,27,44,0,16.1,19.4,12.8,67.9,74,58,1019,1019.8,1017.9,0,3.8,NE,30.6
31-Oct-21,41,0,17,32,0,15.7,18.7,12.1,71.4,81,61,1017.6,1019.4,1016.2,0,5.3,NE,29
1-Nov-21,29,0,43,48,10,15.7,20.2,10.5,68.2,86,47,1014.9,1016.2,1013.6,0,1.2,S,14.5
2-Nov-21,31,0,27,36,4,18.9,22.2,15.4,79.7,87,70,1010.7,1013.4,1008.1,0,4.6,S,37
3-Nov-21,22,0,66,41,0,18.5,23.7,13.4,74.6,89,54,1016.3,1019,1012.6,0,1.5,SW,16.1
4-Nov-21,23,0,56,34,0,18.7,22.9,13.8,83.8,92,72,1020.2,1021,1018.7,0,1.5,SW,16.1
5-Nov-21,19,0.63,39,34,9,19,22.6,15.8,85.8,92,74,1020.4,1021.3,1019.4,0,0.9,SW,12.9
6-Nov-21,14,0.67,55,50,15,18.6,23.4,15.8,85.1,93,69,1020.9,1022.3,1020.1,0.2,0.6,SW,9.7
